Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments,Hour,Age_Group,Over_Speeding,Speed_Diff,Day,Repeat_Offender,Month
VLT100079,Over-speeding,4551,Uttar Pradesh,2023-03-21,1900-01-01 02:54:00,Truck,Red,2018,West Bengal,49,Female,Two-Wheeler,7,Clear,Slippery,OFF9880,RTO,Valid,3,,No,Yellow,30,101,0.24,Positive,No,No,Not Paid,Yes,2,,2,46-60,True,71,Tuesday,True,2023-03
VLT100080,Driving Without License,4191,Gujarat,2023-03-22,1900-01-01 11:16:00,Auto Rickshaw,Blue,2022,Uttar Pradesh,75,Male,Learner,8,Rainy,Dry,OFF7226,Local Police,Expired,1,Yes,,Green,40,24,0.29,Not Conducted,Yes,Yes,Not Paid,Yes,3,Fine Paid On Spot,11,60+,False,-16,Wednesday,True,2023-03
VLT100081,Drunk Driving,2215,Karnataka,2023-03-23,1900-01-01 14:21:00,Bus,Red,2007,Punjab,65,Male,Four-Wheeler,8,Cloudy,Slippery,OFF5285,Traffic Police,Expired,4,,Yes,Green,80,46,0.32,Not Conducted,No,Yes,Card,Yes,3,Fine Paid On Spot,14,60+,False,-34,Thursday,True,2023-03
VLT100082,Overloading,4912,Punjab,2023-03-24,1900-01-01 18:26:00,Scooter,Grey,2001,Tamil Nadu,27,Other,Four-Wheeler,4,Dust Storm,Under Construction,OFF5583,Highway Patrol,Valid,4,Yes,Yes,Red,60,77,0.32,Negative,No,No,Card,Yes,1,First Violation,18,26-35,True,17,Friday,True,2023-03
VLT100083,Driving Without License,1500,West Bengal,2023-03-25,1900-01-01 10:03:00,Truck,Yellow,2015,Karnataka,74,Male,Two-Wheeler,6,Dust Storm,Slippery,OFF6589,Local Police,Expired,2,No,No,Green,100,60,0.21,Not Conducted,Yes,Yes,Online,Yes,1,First Violation,10,60+,False,-40,Saturday,True,2023-03
VLT100084,Drunk Driving,278,Uttar Pradesh,2023-03-26,1900-01-01 14:58:00,Truck,Yellow,2001,Punjab,24,Male,Learner,9,Foggy,Potholes,OFF9543,Traffic Police,Valid,4,No,No,Red,80,44,0.19,Positive,Yes,No,Not Paid,Yes,4,,14,18-25,False,-36,Sunday,True,2023-03
VLT100085,No Seatbelt,1839,West Bengal,2023-03-27,1900-01-01 04:43:00,Auto Rickshaw,Red,2008,Uttar Pradesh,20,Other,Commercial,0,Rainy,Dry,OFF8507,Highway Patrol,Valid,2,No,Yes,Green,80,26,0.21,Not Conducted,Yes,Yes,Cash,No,3,Repeat Offender,4,18-25,False,-54,Monday,True,2023-03
VLT100086,Using Mobile Phone,842,Punjab,2023-03-28,1900-01-01 12:32:00,Bike,Black,2010,Punjab,75,Female,Learner,7,Clear,Wet,OFF6340,Local Police,Expired,1,Yes,No,Green,80,26,0.22,Not Conducted,No,No,Cash,Yes,2,Repeat Offender,12,60+,False,-54,Tuesday,True,2023-03
VLT100087,Driving Without License,508,Gujarat,2023-03-29,1900-01-01 03:12:00,Auto Rickshaw,Grey,2023,Delhi,71,Male,Heavy Vehicle,8,Dust Storm,Dry,OFF9552,RTO,Expired,1,Yes,No,Red,80,68,0.48,Negative,Yes,Yes,Card,No,4,Fine Paid On Spot,3,60+,False,-12,Wednesday,True,2023-03
VLT100088,Overloading,1071,Punjab,2023-03-30,1900-01-01 20:51:00,Bus,Grey,2022,West Bengal,53,Other,Four-Wheeler,3,Rainy,Wet,OFF6295,Traffic Police,Valid,4,Yes,No,Green,50,40,0.32,Positive,No,No,Online,Yes,0,Repeat Offender,20,46-60,False,-10,Thursday,False,2023-03
VLT100089,Drunk Driving,3330,Punjab,2023-03-31,1900-01-01 09:32:00,Bike,Green,2001,Delhi,32,Male,Learner,0,Rainy,Potholes,OFF9896,Local Police,Valid,4,No,No,Green,60,106,0.19,Positive,Yes,No,Online,Yes,3,,9,26-35,True,46,Friday,True,2023-03
VLT100090,Over-speeding,1794,West Bengal,2023-04-01,1900-01-01 01:59:00,Car,Grey,2002,Uttar Pradesh,36,Female,Heavy Vehicle,8,Rainy,Under Construction,OFF6212,Traffic Police,Valid,5,Yes,,Yellow,40,29,0.05,Positive,No,No,Cash,Yes,2,Fine Paid On Spot,1,36-45,False,-11,Saturday,True,2023-04
VLT100091,No Helmet,563,Tamil Nadu,2023-04-02,1900-01-01 11:18:00,Bus,Grey,2017,West Bengal,28,Male,Two-Wheeler,0,Rainy,Slippery,OFF2069,Local Police,Valid,4,No,No,Red,40,83,0.4,Negative,No,No,Not Paid,Yes,5,First Violation,11,26-35,True,43,Sunday,True,2023-04
VLT100092,Over-speeding,1492,Uttar Pradesh,2023-04-03,1900-01-01 16:25:00,Scooter,Yellow,2009,Tamil Nadu,71,Male,Commercial,2,Foggy,Slippery,OFF6108,Traffic Police,Valid,4,Yes,,Yellow,40,115,0.33,Positive,No,Yes,Not Paid,Yes,4,First Violation,16,60+,True,75,Monday,True,2023-04
VLT100093,Overloading,141,Uttar Pradesh,2023-04-04,1900-01-01 11:21:00,Truck,White,2018,Maharashtra,18,Male,Four-Wheeler,9,Clear,Wet,OFF9071,Highway Patrol,Valid,5,Yes,Yes,Green,60,104,0.05,Negative,Yes,No,Online,No,3,First Violation,11,,True,44,Tuesday,True,2023-04
VLT100094,No Seatbelt,1368,Punjab,2023-04-05,1900-01-01 19:34:00,Bus,Silver,2001,Delhi,31,Female,Learner,4,Rainy,Under Construction,OFF8983,Highway Patrol,Valid,3,No,Yes,Green,50,20,0.31,Negative,No,Yes,Online,No,3,,19,26-35,False,-30,Wednesday,True,2023-04
VLT100095,Drunk Driving,835,Tamil Nadu,2023-04-06,1900-01-01 03:44:00,Bus,Blue,2003,Punjab,35,Female,Four-Wheeler,8,Cloudy,Dry,OFF2294,RTO,Suspended,4,No,No,Red,30,24,0.0,Not Conducted,No,Yes,Cash,No,2,Fine Paid On Spot,3,26-35,False,-6,Thursday,True,2023-04
VLT100096,Over-speeding,4657,Gujarat,2023-04-07,1900-01-01 12:56:00,Truck,Black,2013,Gujarat,31,Other,Four-Wheeler,10,Foggy,Dry,OFF8148,Traffic Police,Valid,4,Yes,No,Green,60,29,0.23,Positive,Yes,No,Card,Yes,1,Repeat Offender,12,26-35,False,-31,Friday,True,2023-04
VLT100097,Over-speeding,611,West Bengal,2023-04-08,1900-01-01 14:39:00,Scooter,Blue,2010,West Bengal,43,Male,Learner,5,Rainy,Under Construction,OFF3360,RTO,Valid,2,,No,Red,80,44,0.02,Positive,Yes,Yes,Not Paid,Yes,0,,14,36-45,False,-36,Saturday,False,2023-04
VLT100098,Wrong Parking,1292,Punjab,2023-04-09,1900-01-01 16:06:00,Bus,Grey,2011,Karnataka,35,Other,Two-Wheeler,0,Rainy,Under Construction,OFF8092,Highway Patrol,Suspended,5,No,No,Green,30,99,0.24,Negative,Yes,Yes,Cash,Yes,5,Fine Paid On Spot,16,26-35,True,69,Sunday,True,2023-04
VLT100099,No Seatbelt,3424,West Bengal,2023-04-10,1900-01-01 12:42:00,Scooter,Black,2010,Uttar Pradesh,32,Other,Heavy Vehicle,9,Foggy,Under Construction,OFF6291,Highway Patrol,Valid,3,,Yes,Green,50,58,0.35,Positive,Yes,No,Cash,No,3,Repeat Offender,12,26-35,True,8,Monday,True,2023-04
VLT100100,Over-speeding,1541,Uttar Pradesh,2023-04-11,1900-01-01 09:48:00,Bike,Grey,2005,West Bengal,31,Female,Commercial,9,Rainy,Slippery,OFF8868,Local Police,Valid,2,Yes,No,Yellow,60,38,0.1,Not Conducted,Yes,No,Online,Yes,2,Repeat Offender,9,26-35,False,-22,Tuesday,True,2023-04
VLT100101,Using Mobile Phone,3591,Gujarat,2023-04-12,1900-01-01 10:48:00,Scooter,Silver,2009,Tamil Nadu,64,Female,Learner,9,Cloudy,Wet,OFF9025,RTO,Suspended,2,,,Yellow,50,111,0.07,Positive,No,No,Card,No,4,,10,60+,True,61,Wednesday,True,2023-04
VLT100102,Overloading,4981,Maharashtra,2023-04-13,1900-01-01 13:43:00,Bike,Black,2023,Punjab,66,Other,Two-Wheeler,7,Rainy,Wet,OFF5047,Traffic Police,Suspended,3,No,No,Yellow,50,77,0.0,Negative,Yes,Yes,Not Paid,Yes,5,First Violation,13,60+,True,27,Thursday,True,2023-04
VLT100103,Wrong Parking,445,Delhi,2023-04-14,1900-01-01 04:26:00,Bike,Red,2003,Uttar Pradesh,63,Female,Learner,7,Cloudy,Dry,OFF6997,RTO,Valid,1,,,Yellow,50,84,0.33,Not Conducted,Yes,Yes,Card,Yes,5,First Violation,4,60+,True,34,Friday,True,2023-04
VLT100104,No Helmet,4273,Tamil Nadu,2023-04-15,1900-01-01 05:08:00,Truck,Blue,2015,Uttar Pradesh,73,Other,Four-Wheeler,0,Dust Storm,Under Construction,OFF9139,Local Police,Expired,5,Yes,No,Green,60,32,0.06,Positive,No,Yes,Not Paid,Yes,4,,5,60+,False,-28,Saturday,True,2023-04
VLT100105,Over-speeding,775,Maharashtra,2023-04-16,1900-01-01 17:40:00,Car,Black,2002,Gujarat,21,Male,Two-Wheeler,6,Foggy,Dry,OFF6359,Highway Patrol,Expired,3,,No,Green,30,36,0.36,Positive,Yes,Yes,Not Paid,No,2,First Violation,17,18-25,True,6,Sunday,True,2023-04
VLT100106,Driving Without License,840,Delhi,2023-04-17,1900-01-01 12:39:00,Scooter,Silver,2023,Karnataka,48,Other,Commercial,8,Clear,Under Construction,OFF6748,Highway Patrol,Suspended,1,,,Red,60,110,0.24,Negative,Yes,Yes,Not Paid,Yes,1,Repeat Offender,12,46-60,True,50,Monday,True,2023-04
VLT100107,Over-speeding,2662,Punjab,2023-04-18,1900-01-01 09:05:00,Truck,Red,1997,Uttar Pradesh,64,Male,Four-Wheeler,6,Clear,Wet,OFF6066,Local Police,Valid,3,No,,Red,80,71,0.25,Negative,No,No,Online,Yes,3,,9,60+,False,-9,Tuesday,True,2023-04
VLT100108,No Helmet,1079,Punjab,2023-04-19,1900-01-01 23:09:00,Auto Rickshaw,Grey,1995,Karnataka,26,Male,Commercial,3,Cloudy,Potholes,OFF4221,Local Police,Expired,3,,Yes,Red,100,88,0.2,Positive,No,No,Card,No,0,,23,26-35,False,-12,Wednesday,False,2023-04
VLT100109,Signal Jumping,1174,Maharashtra,2023-04-20,1900-01-01 15:26:00,Bus,White,2005,Tamil Nadu,70,Male,Two-Wheeler,0,Cloudy,Wet,OFF5344,Traffic Police,Valid,5,,Yes,Yellow,80,46,0.31,Negative,No,Yes,Cash,No,0,First Violation,15,60+,False,-34,Thursday,False,2023-04
VLT100110,Driving Without License,1068,West Bengal,2023-04-21,1900-01-01 23:26:00,Scooter,Black,2004,Delhi,74,Other,Commercial,7,Cloudy,Potholes,OFF7173,Highway Patrol,Valid,1,No,,Green,40,98,0.41,Negative,Yes,Yes,Cash,Yes,5,First Violation,23,60+,True,58,Friday,True,2023-04
VLT100111,No Seatbelt,4318,Maharashtra,2023-04-22,1900-01-01 02:51:00,Bike,Grey,2006,Uttar Pradesh,46,Female,Commercial,10,Clear,Slippery,OFF3644,RTO,Suspended,5,,Yes,Red,60,82,0.02,Negative,No,No,Cash,Yes,0,First Violation,2,46-60,True,22,Saturday,False,2023-04
VLT100112,Signal Jumping,2224,West Bengal,2023-04-23,1900-01-01 02:50:00,Car,Silver,2023,Maharashtra,56,Male,Learner,2,Clear,Potholes,OFF4274,RTO,Suspended,3,,,Red,100,69,0.2,Not Conducted,No,Yes,Online,Yes,2,First Violation,2,46-60,False,-31,Sunday,True,2023-04
VLT100113,No Seatbelt,354,Karnataka,2023-04-24,1900-01-01 18:43:00,Bus,White,2010,Karnataka,64,Male,Four-Wheeler,9,Cloudy,Wet,OFF5750,RTO,Expired,2,,,Red,40,61,0.17,Positive,Yes,Yes,Cash,Yes,4,First Violation,18,60+,True,21,Monday,True,2023-04
VLT100114,Wrong Parking,900,Maharashtra,2023-04-25,1900-01-01 23:07:00,Auto Rickshaw,Silver,2011,Karnataka,57,Female,Heavy Vehicle,7,Dust Storm,Slippery,OFF9363,Highway Patrol,Expired,2,,Yes,Yellow,40,45,0.2,Not Conducted,Yes,No,Online,Yes,5,First Violation,23,46-60,True,5,Tuesday,True,2023-04
VLT100115,Wrong Parking,3302,Karnataka,2023-04-26,1900-01-01 17:12:00,Bike,White,2012,Karnataka,49,Other,Four-Wheeler,4,Cloudy,Potholes,OFF6780,Local Police,Suspended,4,,Yes,Green,60,66,0.47,Negative,Yes,Yes,Not Paid,No,5,Repeat Offender,17,46-60,True,6,Wednesday,True,2023-04
VLT100116,No Seatbelt,3110,Gujarat,2023-04-27,1900-01-01 05:12:00,Bus,Blue,2020,Delhi,20,Male,Four-Wheeler,9,Clear,Wet,OFF8470,Highway Patrol,Expired,2,Yes,No,Yellow,50,98,0.25,Not Conducted,No,No,Cash,No,2,First Violation,5,18-25,True,48,Thursday,True,2023-04
VLT100117,Overloading,2877,Punjab,2023-04-28,1900-01-01 21:01:00,Truck,Grey,2023,Gujarat,72,Other,Four-Wheeler,4,Rainy,Wet,OFF2779,Local Police,Valid,3,,No,Green,40,30,0.21,Not Conducted,No,No,Not Paid,No,3,First Violation,21,60+,False,-10,Friday,True,2023-04
VLT100118,No Seatbelt,4372,West Bengal,2023-04-29,1900-01-01 01:05:00,Bike,Silver,2018,Uttar Pradesh,62,Male,Heavy Vehicle,9,Clear,Wet,OFF5000,Local Police,Suspended,4,Yes,,Red,40,115,0.13,Positive,Yes,No,Card,Yes,3,First Violation,1,60+,True,75,Saturday,True,2023-04
VLT100119,Using Mobile Phone,4808,Tamil Nadu,2023-04-30,1900-01-01 22:11:00,Scooter,Red,2022,Gujarat,26,Other,Commercial,6,Rainy,Wet,OFF5688,Highway Patrol,Valid,5,,No,Green,30,64,0.07,Not Conducted,No,No,Card,No,5,,22,26-35,True,34,Sunday,True,2023-04
VLT100120,Using Mobile Phone,2710,Punjab,2023-05-01,1900-01-01 12:23:00,Scooter,Yellow,2013,Maharashtra,58,Female,Heavy Vehicle,6,Dust Storm,Dry,OFF7297,Traffic Police,Valid,3,,No,Yellow,50,101,0.45,Not Conducted,Yes,No,Card,No,5,First Violation,12,46-60,True,51,Monday,True,2023-05
VLT100121,Driving Without License,2068,West Bengal,2023-05-02,1900-01-01 07:03:00,Car,White,2020,Delhi,56,Male,Commercial,3,Dust Storm,Dry,OFF2200,Traffic Police,Valid,3,No,Yes,Yellow,40,117,0.25,Negative,Yes,No,Not Paid,No,5,First Violation,7,46-60,True,77,Tuesday,True,2023-05
VLT100122,No Seatbelt,1216,Punjab,2023-05-03,1900-01-01 23:24:00,Scooter,Green,2003,Gujarat,64,Male,Four-Wheeler,1,Rainy,Wet,OFF6722,Highway Patrol,Suspended,2,Yes,,Red,40,94,0.47,Not Conducted,No,Yes,Card,No,3,,23,60+,True,54,Wednesday,True,2023-05
VLT100123,Using Mobile Phone,1457,Uttar Pradesh,2023-05-04,1900-01-01 10:05:00,Bike,Green,2000,Punjab,74,Other,Commercial,1,Foggy,Slippery,OFF6951,RTO,Suspended,2,,Yes,Green,50,25,0.08,Positive,Yes,Yes,Cash,No,2,Repeat Offender,10,60+,False,-25,Thursday,True,2023-05
VLT100124,Driving Without License,4479,Tamil Nadu,2023-05-05,1900-01-01 23:33:00,Auto Rickshaw,Black,2009,West Bengal,48,Female,Four-Wheeler,8,Rainy,Potholes,OFF4182,Highway Patrol,Suspended,2,No,Yes,Yellow,60,83,0.38,Not Conducted,No,Yes,Card,No,5,Repeat Offender,23,46-60,True,23,Friday,True,2023-05
VLT100125,No Helmet,2646,Tamil Nadu,2023-05-06,1900-01-01 10:10:00,Auto Rickshaw,Silver,1999,Gujarat,59,Other,Two-Wheeler,1,Foggy,Wet,OFF2656,Local Police,Suspended,5,No,,Green,100,40,0.17,Negative,Yes,Yes,Not Paid,Yes,0,,10,46-60,False,-60,Saturday,False,2023-05
VLT100126,Over-speeding,2468,Gujarat,2023-05-07,1900-01-01 08:14:00,Car,Yellow,1995,Punjab,48,Female,Commercial,6,Clear,Slippery,OFF6240,RTO,Valid,4,,No,Green,60,99,0.25,Positive,Yes,Yes,Online,No,3,,8,46-60,True,39,Sunday,True,2023-05
VLT100127,Over-speeding,662,Punjab,2023-05-08,1900-01-01 10:47:00,Truck,White,2015,Karnataka,55,Other,Two-Wheeler,5,Dust Storm,Slippery,OFF8788,Highway Patrol,Expired,3,,No,Green,50,59,0.19,Not Conducted,Yes,No,Online,Yes,4,First Violation,10,46-60,True,9,Monday,True,2023-05
VLT100128,Wrong Parking,4893,Punjab,2023-05-09,1900-01-01 09:11:00,Bus,Silver,2004,Maharashtra,46,Female,Heavy Vehicle,7,Dust Storm,Dry,OFF5073,Traffic Police,Suspended,5,No,No,Green,100,80,0.18,Negative,No,Yes,Online,Yes,1,,9,46-60,False,-20,Tuesday,True,2023-05
VLT100129,No Seatbelt,2160,Delhi,2023-05-10,1900-01-01 21:35:00,Truck,Black,2004,West Bengal,35,Female,Heavy Vehicle,6,Foggy,Dry,OFF1111,Local Police,Suspended,2,,No,Red,80,65,0.47,Not Conducted,Yes,No,Card,No,0,Fine Paid On Spot,21,26-35,False,-15,Wednesday,False,2023-05
VLT100130,No Helmet,1147,Maharashtra,2023-05-11,1900-01-01 19:31:00,Car,Black,2000,Tamil Nadu,29,Female,Learner,2,Foggy,Wet,OFF3948,RTO,Suspended,1,No,,Yellow,30,101,0.08,Negative,Yes,Yes,Online,No,0,Fine Paid On Spot,19,26-35,True,71,Thursday,False,2023-05
VLT100131,Signal Jumping,1762,West Bengal,2023-05-12,1900-01-01 12:49:00,Car,White,1995,Gujarat,22,Female,Heavy Vehicle,9,Rainy,Wet,OFF8634,Local Police,Valid,2,Yes,Yes,Yellow,40,28,0.05,Negative,No,No,Not Paid,Yes,0,Fine Paid On Spot,12,18-25,False,-12,Friday,False,2023-05
VLT100132,Wrong Parking,2676,Karnataka,2023-05-13,1900-01-01 03:17:00,Bike,Black,2020,Uttar Pradesh,62,Female,Learner,3,Dust Storm,Slippery,OFF4310,Traffic Police,Suspended,5,No,No,Yellow,100,110,0.09,Positive,No,No,Not Paid,Yes,2,Fine Paid On Spot,3,60+,True,10,Saturday,True,2023-05
VLT100133,Signal Jumping,1695,Punjab,2023-05-14,1900-01-01 02:28:00,Truck,Black,1999,West Bengal,64,Other,Four-Wheeler,6,Rainy,Slippery,OFF2496,Highway Patrol,Expired,5,No,No,Red,30,115,0.13,Positive,No,No,Not Paid,No,1,,2,60+,True,85,Sunday,True,2023-05
VLT100134,Using Mobile Phone,2290,Uttar Pradesh,2023-05-15,1900-01-01 04:40:00,Bike,Grey,2001,Tamil Nadu,57,Other,Heavy Vehicle,8,Clear,Under Construction,OFF3334,Traffic Police,Valid,1,No,No,Yellow,100,24,0.22,Positive,No,Yes,Cash,Yes,4,First Violation,4,46-60,False,-76,Monday,True,2023-05
VLT100135,Over-speeding,2283,Maharashtra,2023-05-16,1900-01-01 18:25:00,Auto Rickshaw,Green,2023,Uttar Pradesh,69,Other,Commercial,9,Foggy,Dry,OFF5224,Local Police,Suspended,3,,Yes,Green,80,63,0.21,Not Conducted,Yes,No,Cash,No,0,Repeat Offender,18,60+,False,-17,Tuesday,False,2023-05
VLT100136,Wrong Parking,1592,Tamil Nadu,2023-05-17,1900-01-01 20:21:00,Auto Rickshaw,White,2006,Gujarat,75,Female,Heavy Vehicle,5,Rainy,Dry,OFF5522,Traffic Police,Suspended,3,Yes,No,Yellow,50,71,0.37,Not Conducted,Yes,Yes,Cash,Yes,1,Repeat Offender,20,60+,True,21,Wednesday,True,2023-05
VLT100137,Over-speeding,3557,Maharashtra,2023-05-18,1900-01-01 17:03:00,Car,Black,2001,Delhi,73,Female,Heavy Vehicle,0,Clear,Potholes,OFF1005,Highway Patrol,Suspended,3,Yes,Yes,Red,30,53,0.25,Not Conducted,No,No,Cash,No,3,,17,60+,True,23,Thursday,True,2023-05
VLT100138,No Seatbelt,2825,Gujarat,2023-05-19,1900-01-01 16:07:00,Truck,Silver,1999,Uttar Pradesh,38,Male,Two-Wheeler,5,Clear,Under Construction,OFF8333,Local Police,Suspended,3,No,No,Green,30,78,0.49,Positive,No,No,Not Paid,No,3,Fine Paid On Spot,16,36-45,True,48,Friday,True,2023-05
VLT100139,Driving Without License,4110,Maharashtra,2023-05-20,1900-01-01 02:08:00,Car,Grey,1999,Delhi,67,Other,Learner,8,Rainy,Slippery,OFF1834,Traffic Police,Expired,3,,No,Red,50,83,0.49,Negative,Yes,Yes,Online,Yes,1,Repeat Offender,2,60+,True,33,Saturday,True,2023-05
VLT100140,Drunk Driving,567,Maharashtra,2023-05-21,1900-01-01 03:53:00,Auto Rickshaw,Black,2008,Delhi,31,Male,Commercial,7,Foggy,Slippery,OFF1939,RTO,Suspended,4,Yes,No,Red,50,82,0.04,Positive,Yes,Yes,Card,No,2,Fine Paid On Spot,3,26-35,True,32,Sunday,True,2023-05
VLT100141,Driving Without License,4792,Gujarat,2023-05-22,1900-01-01 18:19:00,Scooter,Red,2009,Tamil Nadu,43,Male,Four-Wheeler,2,Cloudy,Dry,OFF9332,Highway Patrol,Suspended,2,,Yes,Green,60,37,0.14,Negative,No,No,Not Paid,No,1,Repeat Offender,18,36-45,False,-23,Monday,True,2023-05
VLT100142,Drunk Driving,3451,West Bengal,2023-05-23,1900-01-01 14:10:00,Bus,Silver,2005,Delhi,61,Male,Heavy Vehicle,3,Rainy,Slippery,OFF3925,Local Police,Suspended,2,,Yes,Green,30,96,0.43,Negative,No,Yes,Online,No,0,Fine Paid On Spot,14,60+,True,66,Tuesday,False,2023-05
VLT100143,Wrong Parking,3050,Delhi,2023-05-24,1900-01-01 16:57:00,Bus,Silver,2000,Uttar Pradesh,23,Female,Heavy Vehicle,4,Rainy,Dry,OFF1614,Local Police,Suspended,4,No,Yes,Green,80,120,0.15,Positive,No,Yes,Not Paid,No,2,,16,18-25,True,40,Wednesday,True,2023-05
VLT100144,Signal Jumping,2345,Punjab,2023-05-25,1900-01-01 17:15:00,Scooter,Red,1995,Uttar Pradesh,21,Female,Commercial,2,Rainy,Potholes,OFF8756,Highway Patrol,Valid,5,No,Yes,Red,30,54,0.47,Negative,No,Yes,Not Paid,Yes,4,,17,18-25,True,24,Thursday,True,2023-05
VLT100145,Wrong Parking,1448,Delhi,2023-05-26,1900-01-01 08:41:00,Car,Blue,2009,Gujarat,34,Female,Learner,9,Rainy,Slippery,OFF6532,RTO,Suspended,2,No,,Red,30,95,0.35,Negative,No,No,Not Paid,No,3,,8,26-35,True,65,Friday,True,2023-05
VLT100146,Using Mobile Phone,2207,Tamil Nadu,2023-05-27,1900-01-01 17:08:00,Scooter,Silver,2017,Punjab,74,Female,Commercial,2,Cloudy,Slippery,OFF5002,Highway Patrol,Valid,4,Yes,No,Red,100,96,0.45,Positive,No,No,Online,No,1,Repeat Offender,17,60+,False,-4,Saturday,True,2023-05
VLT100147,Drunk Driving,1963,West Bengal,2023-05-28,1900-01-01 00:28:00,Car,Red,2022,Punjab,51,Other,Commercial,0,Clear,Wet,OFF3721,RTO,Expired,4,Yes,No,Red,50,37,0.42,Negative,No,Yes,Cash,Yes,2,Fine Paid On Spot,0,46-60,False,-13,Sunday,True,2023-05
VLT100148,Signal Jumping,4793,Punjab,2023-05-29,1900-01-01 13:51:00,Bike,Silver,2006,Uttar Pradesh,44,Female,Heavy Vehicle,4,Cloudy,Dry,OFF1818,Traffic Police,Valid,3,Yes,Yes,Red,80,21,0.13,Negative,Yes,Yes,Card,No,1,First Violation,13,36-45,False,-59,Monday,True,2023-05
VLT100149,Wrong Parking,2783,Tamil Nadu,2023-05-30,1900-01-01 10:28:00,Truck,Blue,2016,Gujarat,26,Other,Four-Wheeler,3,Dust Storm,Dry,OFF4707,Traffic Police,Suspended,3,No,,Red,30,106,0.35,Negative,Yes,Yes,Card,No,5,Fine Paid On Spot,10,26-35,True,76,Tuesday,True,2023-05
VLT100150,Drunk Driving,2597,Maharashtra,2023-05-31,1900-01-01 20:12:00,Auto Rickshaw,Green,2021,Punjab,55,Female,Commercial,0,Cloudy,Potholes,OFF5756,Traffic Police,Valid,2,No,,Green,50,85,0.33,Negative,No,Yes,Card,No,3,Repeat Offender,20,46-60,True,35,Wednesday,True,2023-05
VLT100151,Driving Without License,276,Tamil Nadu,2023-06-01,1900-01-01 11:11:00,Scooter,Silver,2022,Punjab,70,Male,Two-Wheeler,6,Clear,Under Construction,OFF7212,Local Police,Suspended,2,No,Yes,Yellow,40,30,0.15,Not Conducted,Yes,No,Online,No,5,Repeat Offender,11,60+,False,-10,Thursday,True,2023-06
VLT100152,Drunk Driving,4923,Maharashtra,2023-06-02,1900-01-01 08:11:00,Scooter,Blue,1997,Maharashtra,26,Male,Two-Wheeler,4,Dust Storm,Slippery,OFF1687,RTO,Suspended,2,No,No,Red,60,41,0.04,Negative,No,Yes,Not Paid,No,0,Repeat Offender,8,26-35,False,-19,Friday,False,2023-06
VLT100153,Wrong Parking,2290,West Bengal,2023-06-03,1900-01-01 21:04:00,Truck,Yellow,1997,Maharashtra,38,Female,Learner,5,Foggy,Dry,OFF2264,Highway Patrol,Expired,4,,No,Green,80,97,0.28,Positive,Yes,No,Cash,Yes,5,Fine Paid On Spot,21,36-45,True,17,Saturday,True,2023-06
VLT100154,Drunk Driving,2883,Tamil Nadu,2023-06-04,1900-01-01 10:53:00,Car,Blue,2004,Punjab,24,Male,Two-Wheeler,5,Dust Storm,Dry,OFF7081,Highway Patrol,Expired,2,No,No,Green,50,99,0.34,Positive,No,No,Not Paid,Yes,2,,10,18-25,True,49,Sunday,True,2023-06
VLT100155,No Helmet,3128,Gujarat,2023-06-05,1900-01-01 14:42:00,Bike,Black,2019,West Bengal,18,Other,Four-Wheeler,7,Dust Storm,Slippery,OFF6480,Highway Patrol,Suspended,3,No,No,Red,60,41,0.19,Not Conducted,No,Yes,Card,No,3,,14,,False,-19,Monday,True,2023-06
VLT100156,Driving Without License,4983,Delhi,2023-06-06,1900-01-01 10:21:00,Bike,Blue,2011,Gujarat,41,Other,Heavy Vehicle,4,Clear,Under Construction,OFF7718,Highway Patrol,Expired,3,Yes,No,Red,50,74,0.34,Positive,No,Yes,Online,Yes,4,,10,36-45,True,24,Tuesday,True,2023-06
VLT100157,Driving Without License,2331,Punjab,2023-06-07,1900-01-01 19:15:00,Bus,Red,2011,West Bengal,56,Male,Commercial,7,Clear,Under Construction,OFF5595,Highway Patrol,Suspended,5,,No,Green,30,92,0.4,Positive,Yes,Yes,Cash,Yes,1,Repeat Offender,19,46-60,True,62,Wednesday,True,2023-06
VLT100158,Driving Without License,4619,West Bengal,2023-06-08,1900-01-01 06:26:00,Scooter,Silver,1999,Karnataka,67,Male,Two-Wheeler,6,Rainy,Wet,OFF8122,Traffic Police,Suspended,1,Yes,Yes,Green,100,88,0.43,Negative,No,No,Cash,Yes,0,Fine Paid On Spot,6,60+,False,-12,Thursday,False,2023-06
VLT100159,Drunk Driving,1228,West Bengal,2023-06-09,1900-01-01 12:55:00,Truck,White,2019,West Bengal,47,Male,Four-Wheeler,8,Clear,Potholes,OFF3581,RTO,Valid,2,No,,Red,100,83,0.37,Negative,No,Yes,Card,Yes,4,,12,46-60,False,-17,Friday,True,2023-06
